FLIGHT_NUMBER,DISTANCE,AIR_TIME,FREIGHT,PASSENGERS,ORIGIN_STATE_ABR,DEST_STATE_ABR,UNIQUE_CARRIER_ENTITY
259,1069,143,0,134,KY,CO,6460
260,1154,142,0,143,CO,OH,6460
261,1123,133,0,64,CO,MI,6460
262,862,109,0,178,CO,TX,6460
263,977,135,0,113,CO,IN,6460
264,1546,189,0,180,CO,FL,6460
265,1546,183,0,126,CO,FL,6460
266,679,95,0,136,CO,MT,6460
267,888,111,0,180,CO,IL,6460
268,888,113,0,110,CO,IL,6460
269,602,83,0,145,CO,AZ,6460
270,770,93,0,151,CO,MO,6460
271,1162,123,0,136,CO,TN,6460
272,1123,154,0,142,MI,CO,6460
273,1452,194,0,132,VA,CO,6460
274,862,125,0,171,TX,CO,6460
275,977,145,0,150,IN,CO,6460
276,1546,192,0,169,FL,CO,6460
277,679,84,0,102,MT,CO,6460
278,888,134,0,180,IL,CO,6460
279,602,88,0,142,AZ,CO,6460
280,770,121,0,152,MO,CO,6460
281,1506,188,0,4,FL,CO,6460
282,1162,159,0,140,TN,CO,6460
283,641,159,16753,0,CO,TX,6200
284,977,115,14986,0,CO,IN,6200
285,533,181,50142,0,CO,MO,6200
286,1062,151,23383,0,CO,LA,6200
287,391,72,47075,0,CO,UT,6200
288,639,90,42470,0,CO,AZ,6200
289,216,42,42190,0,CO,UT,6200
290,977,129,13780,0,IN,CO,6200
291,533,82,114987,0,MO,CO,6200
292,1061,198,42190,0,TN,CO,6200
293,957,115,30465,0,CA,CO,6200
294,1123,133,0,144,CO,MI,6830
295,862,142,0,127,TX,CO,6830
296,593,99,0,66,CO,OK,6689
297,250,53,0,45,CO,CO,6904
298,250,45,0,47,CO,CO,6904
299,1015,141,0,43,MI,CO,6904
300,722,97,0,44,TX,CO,6820
301,722,120,1,48,CO,TX,6820
302,383,436,0,88,CO,KS,6932
303,383,526,0,94,KS,CO,6932
304,773,124,0,47,CO,MO,6085
305,73,23,0,47,CO,CO,6085
306,862,136,0,47,TX,CO,6085
307,886,127,0,49,TX,CO,6085
308,1026,138,18239,0,CO,WA,6910
309,628,86,32891,0,CO,NV,6910
310,1024,123,25727,0,CO,KY,6910
311,391,60,14991,0,UT,CO,6910
312,391,57,66035,0,UT,CO,6910
313,991,309,0,267,CO,OR,0A050
314,862,274,428,322,CA,CO,0A050
315,1558,422,0,267,PA,CO,0A050
316,680,179,188,251,CO,MN,1260
317,680,174,70,356,CO,MN,1260
318,391,108,0,287,UT,CO,1260
319,1015,241,0,133,CO,MI,7041
320,589,176,0,122,IA,CO,7041
321,73,38,0,125,CO,CO,6700
322,73,36,0,124,CO,CO,6700
323,212,83,0,87,CO,CO,6700
324,624,191,0,91,CO,MT,6700
325,991,287,0,146,CO,OR,6700
326,794,227,0,138,CO,TX,6700
327,833,129,0,0,CA,CO,6700
328,89,73,0,73,CO,CO,6700
329,212,76,0,64,CO,CO,6700
330,773,196,0,0,CO,TX,6700
331,624,161,0,65,MT,CO,6700
332,1100,394,0,96,IL,CO,6700
333,853,243,0,145,CA,CO,6700
334,616,178,0,108,AR,CO,6700
335,1199,310,375,223,GA,CO,0A875
336,1069,294,106,112,KY,CO,0A875
337,1476,413,0,314,VA,CO,0A875
338,1199,296,1391,275,CO,GA,0A875
339,1754,440,0,244,CO,MA,0A875
340,1476,334,0,322,CO,VA,0A875
341,836,230,46,269,CO,WA,0A875
342,420,107,0,180,CO,KS,0A875
343,1436,328,33,318,CO,NC,0A875
344,916,241,0,205,CO,CA,0A875
345,1506,385,104,243,CO,FL,0A875
346,639,182,114,250,CO,AZ,0A875
347,996,236,0,273,OR,CO,0A875
348,1605,450,19,211,NJ,CO,0A875
349,836,205,62,255,WA,CO,0A875
350,1015,286,4,220,MI,CO,0A875
351,420,136,20,149,KS,CO,0A875
352,628,175,0,166,NV,CO,0A875
353,1506,381,1,243,FL,CO,0A875
354,639,172,7,228,AZ,CO,0A875
355,649,166,0,217,ID,CO,6725
356,349,101,173,49,CO,NM,6725
357,1491,363,190,165,CO,MD,6725
358,1449,345,59,274,CO,SC,6725
359,1154,283,1128,254,CO,OH,6725
360,836,237,431,265,CO,WA,6725
361,1024,270,208,253,CO,KY,6725
362,391,124,565,204,CO,UT,6725
363,836,207,0,281,WA,CO,6725
364,991,245,1579,274,OR,CO,6725
365,853,239,13,275,CA,CO,6725
366,1024,260,43,256,WA,CO,6725
367,948,252,210,236,CA,CO,6725
368,1154,334,0,104,OH,CO,6003
369,1083,251,0,112,CO,AL,6003
370,1154,270,0,137,CO,OH,6003
371,680,188,0,132,CO,MN,6003
372,541,139,0,127,CO,OK,6003
373,495,149,0,137,OK,CO,6003
374,826,210,0,274,CO,WI,6460
375,680,177,0,295,CO,MN,6460
376,1436,311,0,290,CO,NC,6460
377,794,198,0,299,CO,TX,6460
378,826,258,0,242,WI,CO,6460
379,1436,416,0,289,NC,CO,6460
380,794,215,0,299,TX,CO,6460
381,455,118,39954,0,CO,MT,6200
382,563,195,67964,0,CO,TX,6200
383,1069,326,0,143,KY,CO,7024
384,1069,248,0,139,CO,KY,7024
385,391,114,33216,0,CO,UT,6910
386,641,307,2100,396,TX,CO,0A050
387,524,206,0,177,MT,CO,7041
388,524,239,0,199,CO,MT,7041
389,680,277,0,199,CO,MN,7041
390,1024,362,0,191,CO,KY,7041
391,752,353,0,166,IL,CO,7041
392,1024,449,0,199,KY,CO,7041
393,349,167,0,166,NM,CO,6700
394,359,168,0,143,TX,CO,6700
395,524,211,0,136,MT,CO,6700
396,359,160,0,119,CO,TX,6700
397,524,239,0,193,CO,MT,6700
398,1069,424,0,211,CO,KY,6700
399,1085,381,0,192,CO,OH,6700
400,1015,350,0,203,CO,MI,6700
401,456,188,0,115,CO,TX,6700
402,196,102,0,135,CO,CO,6700
403,819,357,0,141,CO,CA,6700
404,602,265,0,192,CO,AZ,6700
405,776,334,0,131,CO,CA,6700
406,898,368,0,131,CO,OR,6700
407,794,312,0,201,CO,TX,6700
408,541,230,0,206,CO,OK,6700
409,589,298,0,147,IA,CO,6700
410,655,388,0,89,CA,CO,6700
411,456,211,0,90,TX,CO,6700
412,196,113,0,140,CO,CO,6700
413,819,335,0,147,CA,CO,6700
414,602,243,0,204,AZ,CO,6700
415,300,146,0,107,SD,CO,6700
416,850,329,0,333,CA,CO,0A875
417,1491,635,133,368,MD,CO,0A875
418,1337,544,130,446,NC,CO,0A875
419,1199,440,472,358,CO,GA,0A875
420,1605,547,568,346,CO,NJ,0A875
421,533,216,0,462,CO,MO,0A875
422,776,305,0,331,CO,CA,0A875
423,495,219,64,471,OK,CO,0A875
424,888,374,1505,346,IL,CO,0A875
425,776,305,34,379,CA,CO,0A875
426,1436,575,20,482,NC,CO,0A875
427,349,179,884,336,NM,CO,6725
428,1610,679,0,465,NY,CO,6725
429,1199,502,119,412,GA,CO,6725
430,1671,716,1352,394,CT,CO,6725
431,1449,517,451,513,CO,SC,6725
432,977,355,368,388,CO,IN,6725
433,854,364,0,383,CO,CA,6725
434,533,226,318,400,CO,MO,6725
435,1062,260,137,347,CO,LA,6725
436,1062,388,107,424,CO,LA,6725
437,472,189,40,391,CO,NE,6725
438,819,351,2230,385,CO,CA,6725
439,1553,523,95,417,CO,VA,6725
440,794,323,0,481,CO,TX,6725
441,1024,461,1828,417,CO,WA,6725
442,948,386,18,330,CO,CA,6725
443,909,389,326,350,CO,CA,6725
444,639,274,559,374,CO,AZ,6725
445,977,463,1105,395,IN,CO,6725
446,854,342,0,380,CA,CO,6725
447,1062,433,0,427,LA,CO,6725
448,472,212,397,311,NE,CO,6725
449,819,333,833,400,CA,CO,6725
450,1553,630,0,508,VA,CO,6725
451,349,169,0,203,NM,CO,6003
452,1083,455,0,144,AL,CO,6003
453,1201,523,0,200,OH,CO,6003
454,349,152,0,193,CO,NM,6003
455,1014,375,0,190,CO,TN,6003
456,563,250,0,169,CO,TX,6003
457,872,318,0,197,CO,TN,6003
458,495,216,0,213,CO,OK,6003
459,616,237,0,122,CO,AR,6003
460,641,291,0,198,TX,CO,6003
461,589,273,0,196,IA,CO,6003
462,872,353,0,200,TN,CO,6003
463,680,277,0,198,MN,CO,6003
464,1062,425,0,197,LA,CO,6003
465,472,222,0,206,NE,CO,6003
466,794,330,0,192,TX,CO,6003
467,616,272,0,130,AR,CO,6003
468,692,289,0,425,IA,CO,6460
469,692,271,0,424,CO,IA,6460
470,977,344,0,445,CO,IN,6460
471,977,420,0,517,IN,CO,6460
472,680,281,0,381,MN,CO,6460
473,455,204,0,126,MT,CO,6904
474,455,209,0,100,CO,MT,6904
475,637,244,0,123,CO,MO,6904
476,792,306,0,132,CO,LA,6904
477,639,286,0,141,CO,AZ,6904
478,533,258,0,143,MO,CO,6904
479,792,342,0,92,LA,CO,6904
480,639,280,0,139,AZ,CO,6904
481,911,392,0,142,IL,CO,6085
482,819,311,70464,0,CA,CO,6910
483,655,363,0,126,CO,CA,1131
484,655,358,0,169,CA,CO,1131
485,641,337,0,483,CO,TX,0A050
486,641,380,11,541,TX,CO,0A050
487,349,229,0,210,NM,CO,7041
488,349,210,0,265,CO,NM,7041
489,641,361,0,255,CO,TX,7041
490,641,364,0,274,TX,CO,7041
491,836,516,0,188,CO,WA,6700
492,679,425,0,260,CO,MT,6700
493,680,365,0,277,CO,MN,6700
494,637,332,0,236,CO,MO,6700
495,640,350,0,164,CO,CA,6700
496,836,436,0,187,WA,CO,6700
497,640,344,0,160,CA,CO,6700
498,533,352,0,191,MO,CO,6700
499,679,361,0,168,MT,CO,6700
500,680,414,0,293,MN,CO,6700
501,472,317,0,144,NE,CO,6700
502,637,362,0,253,MO,CO,6700
503,1199,648,153,462,GA,CO,0A875
504,524,291,0,509,MT,CO,0A875
505,692,405,31,395,IA,CO,0A875
506,1154,653,225,577,OH,CO,0A875
507,1154,668,484,540,OH,CO,0A875
508,1069,572,24,438,KY,CO,0A875
509,649,356,575,555,CO,ID,0A875
510,524,295,125,623,CO,MT,0A875
511,1337,621,111,571,CO,NC,0A875
512,1154,552,104,588,CO,OH,0A875
513,1154,538,276,503,CO,OH,0A875
514,996,535,5,479,CO,OR,0A875
515,752,405,119,545,CO,MT,0A875
516,3414,1681,0,638,CO,HI,0A875
517,826,528,5,754,CO,WI,0A875
518,1062,533,209,456,CO,LA,0A875
519,1558,738,1272,615,CO,PA,0A875
520,1558,700,593,397,CO,PA,0A875
521,804,459,24,497,CO,NV,0A875
522,967,484,3711,668,CO,CA,0A875
523,1123,635,5,684,MI,CO,0A875
524,752,401,5,397,MT,CO,0A875
525,3414,1526,0,642,HI,CO,0A875
526,826,461,112,617,WI,CO,0A875
